Item #,Model #,Item Name,Description,Product Details,Price (New/Used),Highlights/Features,Average,Pictures,Specifications,Manual / Guides 
203814966,22BSL1,18 in. Ergonomic Aluminum Handle Combo Aluminum Blade Snow Shovel,The Original Back-Saver snow shovel is the first ergonomic snow shovel marketed internationally. The design reduces the stress put on your back as you shovel. The material used are second to none assuring this tool will be used for a very long time.,"MFG Brand Name : Original Back-Saver,Bullet05 : Steel, aluminum and polypropylene,Bullet02 : Reinforced aluminum blade for extra-long life,Bullet01 : Thicker gauge lite wate aluminum ergonomic handle,Bullet04 : High density poly D-grip,Bullet03 : Combo blade to push or shovel",36.96 / 36.96,,3.8125,https://images.homedepot-static.com/productImages/d32a73c7-521f-4d19-ad8b-7652e3847d59/svn/original-back-saver-snow-shovels-ice-scrapers-22bsl1-64_1000.jpg,"Handle Material : Aluminum,Product Weight (lb.) : 3.5,Returnable : 90-Day,Blade Material : Aluminum,Garden Center Tool Type : Snow Shovel,Coated Blades : Yes,Blade Width (in.) : 18.0,Handle Length (in.) : 42.5,Product Width (in.) : 18,Product Height (in.) : 52.75,Product Depth (in.) : 8,Blade Length (in.) : 15.0 in,Manufacturer Warranty : 10 Years",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/03/03509f3a-3d90-4ab9-8c29-4c964951f0c8.pdf
202681785,96546925J,46 in. D-Handle Transplanting Spade,"This all-steel transplanting spade features a D-handle design for comfortable, two-handed control while transplanting bigger plants. A sharpened blade cuts into hard ground with ease, and an oversized step provides a comfortable platform for your foot to provide even more power. The welded steel construction makes this transplanter virtually unbreakable, and a powder coat prevents rust and makes it easy to keep your spade clean. A lifetime warranty underscores its ruggedness and dependability.","Bullet05 : Assembled dimensions: 8.5 in. W x 2.88 in. D x 46.25 in. H,Bullet19 : <a href=""https://gardenclub.homedepot.com/"" target=""_blank"" style=""color:#F96302;"">Get inspired and receive special offers -- join The Home Depot Garden Club</a>,MFG Brand Name : Fiskars,Bullet06 : Backed by a lifetime limited warranty,Bullet04 : Teardrop-shaped shaft profile fits the natural shape and motion of your hand for superb control and comfort,Bullet01 : Welded 14-gauge steel blade and 18-gauge steel shaft provide durability that far outlasts wood-handled tools and won't flex like fiberglass,Bullet03 : Powder coating offers rust resistance and easy cleaning,Bullet02 : Large foot platform lets users easily apply extra force",24.2 / 24.2,"Product Highlight 3 : Ideal tool for transplanting larger plants,Product Highlight 2 : D-handle design offers 2-handed control and more comfortable use,Product Highlight 1 : Sharpened blade and large step make it easy to pierce tough soil",4.75,"https://images.homedepot-static.com/productImages/6da3252a-d474-4221-ad58-0ee992561713/svn/fiskars-shovels-96546925j-64_1000.jpg,https://images.homedepot-static.com/productImages/67e97d3e-6c0d-4db0-9367-1d0f97f8fbaf/svn/fiskars-shovels-96546925j-e1_1000.jpg,https://images.homedepot-static.com/productImages/860abac2-2766-459b-96f6-e6724f671ca4/svn/fiskars-shovels-96546925j-40_1000.jpg,https://images.homedepot-static.com/productImages/b4cbebc7-f32e-4b2a-a9fb-a8fcd2c3e75a/svn/fiskars-shovels-96546925j-a0_1000.jpg,https://images.homedepot-static.com/productImages/9505c0db-c9c1-4943-b3a8-15253e765dba/svn/fiskars-shovels-96546925j-c3_1000.jpg,https://images.homedepot-static.com/productImages/5918aa7a-1af3-4c2b-9bd9-41df96c8054a/svn/fiskars-shovels-96546925j-4f_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,Handle Material : Steel,Product Weight (lb.) : 4.05,D-Grip Handle : Yes,Blade Material : Steel,Coated Blades : Yes,Product Width (in.) : 8.5,Blade Length (in.) : 14.5 in,Blade Width (in.) : 4.5,Product Depth (in.) : 2.88,Handle Length (in.) : 32.38,Product Height (in.) : 46.88,Manufacturer Warranty : Lifetime Warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/7d/7d498b0a-b5cf-40d7-bbd3-4bd764ad526b.pdf,Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/cc/cc8c4493-a16e-424d-b899-acf838243f8a.pdf"
307575724,Sno go T handle assembly,T-Handle Snow Pusher/Scoop in Black,"Our exceptional T handle offers more leverage and promotes speed of use (reducing your clean up time by up to 50%). Ease of use, walk behind and push with both hands so you no longer have to bend over. creating less stress on your back and body. Ideal for alternating between scooping and pushing.","Bullet01 : Patent pending T-handle offers conventional style pushing for more leverage,Bullet02 : 32 in. scoop gets the job done faster,MFG Brand Name : Sno go,Bullet04 : Polyethylene material is great for high wear, cold temperatures and impact,Bullet03 : 1/4 in. material throughout creates a tough durable scoop with a 1/2 in. thick wear strip",42.78 / 42.78,,5.0,"https://images.homedepot-static.com/productImages/1ef080c5-bafa-4e5e-8886-1ec4bddae75f/svn/sno-go-snow-shovels-ice-scrapers-sno-go-t-handle-assembly-64_1000.jpg,https://images.homedepot-static.com/productImages/58bf6825-ac71-441c-b7fd-4434fff28abb/svn/sno-go-snow-shovels-ice-scrapers-sno-go-t-handle-assembly-66_1000.jpg,https://images.homedepot-static.com/productImages/a49e25b1-fe48-47f1-a365-c0973080e506/svn/sno-go-snow-shovels-ice-scrapers-sno-go-t-handle-assembly-c3_1000.jpg,https://images.homedepot-static.com/productImages/a0830129-79ac-4f83-a0f9-8c5eb2f5e93b/svn/sno-go-snow-shovels-ice-scrapers-sno-go-t-handle-assembly-1f_1000.jpg,https://images.homedepot-static.com/productImages/32028e2b-7a24-4554-a0bf-3ad2746a4100/svn/sno-go-snow-shovels-ice-scrapers-sno-go-t-handle-assembly-44_1000.jpg","Returnable : 90-Day,Blade Material : Plastic,Coated Blades : No,Handle Material : Plastic,Garden Center Tool Type : Snow Shovel,Product Weight (lb.) : 5 lb,Product Depth (in.) : 4 in,Product Width (in.) : 32 in,Blade Length (in.) : 32 in,Blade Width (in.) : 4,Product Height (in.) : 54 in,Handle Length (in.) : 9,Manufacturer Warranty : 1 year",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/e6/e66dcfc9-3337-4ac2-a24e-4acb7c27f654.pdf
303354568,22311,40 in. RootSlayer Nomad Shovel,The Root Slayer Nomad Cuts Through Roots With Ease. Non-bending powder-coated carbon steel shaft with a patented durable ergonomic polypropylene grip. Backed by lifetime guarantee.,"Bullet07 : Regularly clean and sharpen blade to maintain quality and performance of blade,Bullet03 : Use to uproot plants such as Baby's Breath, Spotted Knapweed, Ash seedlings, Dandelions, and much more,Bullet01 : Inverted, V-shaped cutting tip and specially designed teeth rip through dirt and roots with ease,Bullet08 : Lifetime manufacturer guarantee (continental US only),Bullet05 : Designed to relieve arm, hand, and wrist stress,Bullet06 : Comfortable and strong enough for every garden task,Bullet04 : Shaft made of resin-encased carbon steel and non-latex grips at top,Bullet02 : At 70% of the size of the Root Slayer shovel, this tool is ideal for use in small spaces, raised beds, and campgrounds,MFG Brand Name : Radius Garden",39.99 / 39.99,,5.0,"https://images.homedepot-static.com/productImages/0facddd9-04e4-4c5a-b237-192f670cdfda/svn/radius-garden-shovels-22311-64_1000.jpg,https://images.homedepot-static.com/productImages/e894706a-7270-4269-91e2-b7402ce1f991/svn/radius-garden-shovels-22311-c3_1000.jpg,https://images.homedepot-static.com/productImages/96cb9ba7-70f8-44c2-8fc1-8645ecd74f78/svn/radius-garden-shovels-22311-4f_1000.jpg,https://images.homedepot-static.com/productImages/5be47d9a-de8e-4dbe-95a3-322f0f58940c/svn/radius-garden-shovels-22311-1f_1000.jpg,https://images.homedepot-static.com/productImages/bbf6d5ec-4a96-4c99-99de-a480bd861b38/svn/radius-garden-shovels-22311-44_1000.jpg,https://images.homedepot-static.com/productImages/29415c03-8f41-46f0-a49d-19120e93a1fa/svn/radius-garden-shovels-22311-fa_1000.jpg,https://images.homedepot-static.com/productImages/83c327b4-c2d0-4b49-97e8-94bd1eee7cb8/svn/radius-garden-shovels-22311-76_1000.jpg","Handle Material : Fiberglass,Garden Center Tool Type : Shovel,Returnable : 90-Day,D-Grip Handle : No,Blade Material : Steel,Product Weight (lb.) : 2.7 lb,Coated Blades : Yes,Handle Length (in.) : 30,Product Width (in.) : 7.5 in,Product Height (in.) : 39 in,Blade Length (in.) : 9 in,Blade Width (in.) : 7.5,Product Depth (in.) : 2.75 in,Manufacturer Warranty : Lifetime",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/62/62a8011d-7d4b-4649-82e0-2b3bc60f12f5.pdf
203814965,22BS1,18 in. Ergonomic Steel Handle and Aluminum Combo Blade Snow Shovel,The Original Back-Saver snow shovel is the first ergonomic snow shovel marketed internationally. The design reduces the stress put on your back as you shovel. The material used are second to none assuring this tool will be used for a very long time.,"MFG Brand Name : Original Back-Saver,Bullet02 : Reinforced aluminum blade for extra-long life,Bullet01 : Thicker gauge steel ergonomic handle,Bullet04 : High density poly D-grip,Bullet03 : Combo blade to push or shovel",31.97 / 31.97,,4.0,https://images.homedepot-static.com/productImages/6e085079-6cd7-401d-ba73-a8b5229aa5cd/svn/original-back-saver-snow-shovels-ice-scrapers-22bs1-64_1000.jpg,"Returnable : 90-Day,Handle Material : Steel,Blade Material : Aluminum,Garden Center Tool Type : Snow Shovel,Coated Blades : Yes,Product Weight (lb.) : 4.8,Blade Width (in.) : 18,Blade Length (in.) : 15 in,Handle Length (in.) : 42.5,Product Width (in.) : 18,Product Height (in.) : 52.75,Product Depth (in.) : 8,Manufacturer Warranty : 10 Years",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/d7/d7bc7845-a597-450b-b0c9-975bdae36a4b.pdf
206191931,92701,Heavy Duty 12-Gauge Caprock Shovel with Steel Handle,"This Caprock Shovel features a closed back, reinforced handle and an extended length ferrule for improved handle coverage and better stability. This multi-functional shovel can be used for many different jobs. The blade is ideal for breaking up dense materials such as clay, coral, rock and decomposed granite. The closed-back design of this shovel protects the handle from mud and dirt build up. The 9 in. x 10 in. blade is made of high-quality 12-Gauge steel. The 46.25 in. handle is made of Heavy Duty 12-Gauge structural steel. The total length of this tool is 56.25 in. The long handle and comfort grip reduce strain and add reach and leverage. This shovel is a must for landscaping and gardening. The Bully Tools Caprock Shovel comes with a limited lifetime warranty that protects against defects in material and workmanship. Founded in 1994, Bully Tools manufactures gardening and farm tools, shingle removers, floor scrapers, forestry and other specialty tools. With an unprecedented history of quality, Bully Tools is committed to applying the same reliability to our business practices. Bully Tools continues to grow and adapt to meet the ever changing needs of the economy and their consumers.","Bullet02 : Closed back and an extended length ferrule prevent dirt buildup and improve stability,Bullet01 : Great shovel for breaking up clay, rock and other dense materials,Bullet04 : Comes with a limited lifetime warranty,MFG Brand Name : Bully Tools,Bullet03 : Blade measures 9 in. x 10 in. with a 46.25 in. handle",76.87 / 76.87,"Product Highlight 3 : Perfect tool for digging and landscaping,Product Highlight 2 : Manufactured strong and durable,Product Highlight 1 : Handle designed to increase leverage and reduce fatigue",4.6667,"https://images.homedepot-static.com/productImages/a1d0da72-a8cb-4420-b26f-e5222af478df/svn/bully-tools-shovels-92701-64_1000.jpg,https://images.homedepot-static.com/productImages/a3d87286-f4c2-42d1-89bd-36742cf196ff/svn/bully-tools-shovels-92701-c3_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,Handle Material : Steel,D-Grip Handle : No,Blade Material : Steel,Product Weight (lb.) : 8.3,Coated Blades : Yes,Product Width (in.) : 9,Handle Length (in.) : 46.25,Product Depth (in.) : 2.25,Product Height (in.) : 56.25,Blade Width (in.) : 9,Blade Length (in.) : 10,Manufacturer Warranty : Limited lifetime warranty that protects against defects in material and workmanship",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/11/1135e9c1-2010-4aa3-b54e-3b70124b3b92.pdf
205350363,45019,47 in. Wood Handle Digging Shovel,"The Razor-Back round point shovel is ideal for digging and excavation in hard, rocky soils. This shovel features a solid shank construction for maximum strength. It also has a 10 in. solid steel socket to strengthen the 47 in. hardwood wood handle to ensure years of service.","Bullet04 : 47 in. North American hardwood handle,MFG Brand Name : Razor-Back,Bullet01 : For digging and excavation in hard, rocky soils,Bullet02 : Solid shank construction for maximum strength,Bullet03 : 10 in. solid steel socket",41.73 / 41.73,"Product Highlight 2 : Great for working in hard, rocky soil,Product Highlight 1 : Heavy gauge steel blade with solid shank construction,Product Highlight 3 : Strong hardwood handle",4.6364,"https://images.homedepot-static.com/productImages/6b30a4ba-1241-4ff2-a8f2-d6649619c755/svn/razor-back-shovels-45019-64_1000.jpg,https://images.homedepot-static.com/productImages/8e91a011-aa6d-4b39-9ca2-a69e9a2ec569/svn/razor-back-shovels-45019-c3_1000.jpg,https://images.homedepot-static.com/productImages/8da09c03-b767-4df3-9bb8-0063590a60d3/svn/razor-back-shovels-45019-1f_1000.jpg,https://images.homedepot-static.com/productImages/080f0247-9f81-4fd3-b910-54260b88bbf4/svn/razor-back-shovels-45019-31_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,D-Grip Handle : No,Handle Material : Wood,Blade Material : Steel,Product Weight (lb.) : 5.5,Coated Blades : Yes,Handle Length (in.) : 47,Blade Length (in.) : 9.5,Product Height (in.) : 57.5,Product Depth (in.) : 6.3,Blade Width (in.) : 8.75,Product Width (in.) : 8.8,Manufacturer Warranty : Lifetime",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/47/4740c369-4236-4419-8677-d3fd4bbaf847.pdf
304286453,28-143,27 in. Wood Handle Closed Back Round Point Shovel,"This closed back round point shovel has the perfect design for working in small areas. It features a closed back with a steel plate welded over the pocket on the underside of the blade that adds strength, keeps dirt from piling up, and protects wood handles from dampness and rot. This shovel is ideal for contractor as well as professional use on the jobsite. The D-grip was made for exceptional comfort and durability.","Bullet03 : Industrial grade, heavy gauge blade,Bullet02 : 12 in. x 8-3/4 in. round point blade,Bullet01 : Closed back with a forward turned step,Bullet04 : 27 in. D hardwood handle,MFG Brand Name : Bon Tool,Bullet06 : 1-year manufacturers warranty,Bullet05 : Designed for long wear",27.51 / 27.51,,5.0,"https://images.homedepot-static.com/productImages/773365b4-a3dd-4be8-ba3e-3f8ece2aa3ee/svn/bon-tool-shovels-28-143-64_1000.jpg,https://images.homedepot-static.com/productImages/b1d68dc6-725c-4852-947a-0fa7c86aed81/svn/bon-tool-shovels-28-143-c3_1000.jpg,https://images.homedepot-static.com/productImages/febcb9ee-94b1-45a0-9488-b808c2712513/svn/bon-tool-shovels-28-143-4f_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,Handle Material : Wood,Coated Blades : No,D-Grip Handle : Yes,Blade Material : Steel,Product Weight (lb.) : 4.54 lb,Product Height (in.) : 4 in,Blade Length (in.) : 12 in,Blade Width (in.) : 8.75,Product Depth (in.) : 41 in,Handle Length (in.) : 27,Product Width (in.) : 9 in,Manufacturer Warranty : This product is guaranteed for one year against manufacturers defects.",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/9a/9a8647ae-00f0-4880-a780-5b01a84853e8.pdf
205350361,44363,48 in. Wood Handle Transfer Shovel,"Add this 48 in. wood handle square point shovel to your tool assortment for reliable durability. Ideal for moving loose garden material, sand, top soil and debris, this shovel is constructed with a hardwood handle. Its closed-back design prevents dirt buildup. A hardwood handle ensures longevity, while two rivets keep the handle securely attached to the blade. This shovel can also be used to shape beds, mix concrete, level off areas that need to be flat or scrape material off hard surfaces, such as driveways.","Bullet03 : Forward turned-step for secure foot placement,MFG Brand Name : Razor-Back,Bullet04 : Dual rivet, extended tab socket for added strength,Bullet02 : Industrial gauge closed-back blade,Bullet01 : 48 in. sturdy, stained North American hardwood handle for long life",51.61 / 51.61,"Product Highlight 2 : Foot step for comfort and control,Product Highlight 3 : Strong hardwood handle perfect for moving loose garden material,Product Highlight 1 : Heavy-gauge steel blade with closed back to prevent dirt build-up",4.9,"https://images.homedepot-static.com/productImages/cf0d1d00-9263-4309-87e3-769f026b3423/svn/razor-back-shovels-44363-64_1000.jpg,https://images.homedepot-static.com/productImages/8e91a011-aa6d-4b39-9ca2-a69e9a2ec569/svn/razor-back-shovels-44363-c3_1000.jpg,https://images.homedepot-static.com/productImages/400fed75-462c-448d-aaea-ddff83aabc52/svn/razor-back-shovels-44363-4f_1000.jpg,https://images.homedepot-static.com/productImages/7f2c4de1-a17c-4f3a-80c9-fa6658ed4f06/svn/razor-back-shovels-44363-31_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,Product Weight (lb.) : 5.3,D-Grip Handle : No,Handle Material : Wood,Blade Material : Steel,Coated Blades : Yes,Product Width (in.) : 9.6,Blade Length (in.) : 9.6,Handle Length (in.) : 48,Blade Width (in.) : 9.6,Product Height (in.) : 57.6,Product Depth (in.) : 6.1,Manufacturer Warranty : Lifetime",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/1a/1a615bcf-18b5-4602-938e-71077d55a4dc.pdf
100346384,78202,7 in. Forged Scraper,"This forged scraper will scrape ice, concrete or anything else from road or floor surfaces. It can be used to remove roofing, siding and flooring or to chop and remove roots or other garden debris. It's also great for digging, clearing trenches and lawn edging. Built to last, this durable scraper can be used on even the toughest jobs.","Bullet03 : Socket pattern for superior head to handle connection,Bullet01 : 7 in. x 6 in. blade,Bullet04 : 54 in. North American hardwood handle for strength and durability,MFG Brand Name : Razor-Back,Bullet02 : Industrial grade forged head",29.26 / 29.26,"Product Highlight 2 : Best tool for clearing ice from sidewalks, driveways, and roads,Product Highlight 1 : Forged steel blade,Product Highlight 3 : Strong hardwood handle",4.0,"https://images.homedepot-static.com/productImages/843c8857-1719-452b-9d60-2a88babd8098/svn/razor-back-snow-shovels-ice-scrapers-78202-64_1000.jpg,https://images.homedepot-static.com/productImages/8e91a011-aa6d-4b39-9ca2-a69e9a2ec569/svn/razor-back-snow-shovels-ice-scrapers-78202-c3_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,Handle Material : Wood,Product Weight (lb.) : 3.8,Blade Material : Steel,Tempered Blade : Yes,Coated Blades : Yes,Product Depth (in.) : 1.5,Product Height (in.) : 63,Product Width (in.) : 7,Blade Width (in.) : 7,Blade Length (in.) : 6,Handle Length (in.) : 54,Manufacturer Warranty : Lifetime",
205350368,47023,48 in. Wood Handle Trenching Shovel,This Razor-Back wood 3 in. trenching shovel has a unique blade with a design that is best for trench clean out. The 3 in. V-shaped blade is designed for digging a narrow trench. The wood handle is made from durable hardwood for years of use.,"Bullet02 : V-shaped blade with rolled step for improved efficiency,Bullet01 : Heavy gauge, tempered steel blade for maximum strength,MFG Brand Name : Razor-Back,Bullet04 : North American hardwood handle,Bullet03 : Used to clear trenches, spillways and ditches",31.82 / 31.82,"Product Highlight 1 : Narrow 3 inch wide heavy gauge steel blade,Product Highlight 3 : Strong hardwood handle,Product Highlight 2 : Rolled step for comfort and control",4.625,"https://images.homedepot-static.com/productImages/1e2ec0a1-6fb2-4e28-a8e7-bd9edceb97e3/svn/razor-back-shovels-47023-64_1000.jpg,https://images.homedepot-static.com/productImages/8e91a011-aa6d-4b39-9ca2-a69e9a2ec569/svn/razor-back-shovels-47023-c3_1000.jpg,https://images.homedepot-static.com/productImages/55b2ecf1-8e37-4495-ab1f-1cfaa03109b1/svn/razor-back-shovels-47023-4f_1000.jpg,https://images.homedepot-static.com/productImages/52df35bb-e60d-4479-a82d-9d235dff4df7/svn/razor-back-shovels-47023-31_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,D-Grip Handle : No,Product Weight (lb.) : 3.6,Handle Material : Wood,Blade Material : Steel,Coated Blades : Yes,Blade Width (in.) : 3,Blade Length (in.) : 9.9,Handle Length (in.) : 48,Product Depth (in.) : 6.1,Product Width (in.) : 3,Product Height (in.) : 57.9,Manufacturer Warranty : Lifetime",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/47/4740c369-4236-4419-8677-d3fd4bbaf847.pdf
205347959,82500,12-Gauge Edging and Planting Spade with Fiberglass D-Grip Handle,"Bully Tools fiberglass spades utilize a triple wall fiberglass, wood reinforced handle design.  Great for homeowners and contractors, it is just as strong and hefty as a wood shovel, with the added comfort of a fiberglass handle. All Bully Tools spades have a closed back design that prevents debris getting stuck while digging. The spades also have extra thick 12-Gauge steel. The extended ferrule increases strength while prying. In testing, the steel spade head bends before the handle breaks in both wood and fiberglass models. The Dgrips have been redesigned for superior comfort and durability. Made with a special no-break Polypropylene co-polymer, you won't find a stronger dgrip. Watch our video to see it crush a cement block.","Bullet07 : High strength fiberglass handle,Bullet05 : Extended steel ferrule increases strength,Bullet08 : Not just a plastic Dgrip No-Break Polypropylene Co-Polymer Dgrip with extra wide design and no-slip texture,Bullet03 : Extra thick 12-Gauge steel blade,MFG Brand Name : Bully Tools,Bullet04 : Closed back design prevents debris buildup,Bullet06 : Wide forward step provides greater control,Bullet01 : Commercial grade,Bullet02 : Limited lifetime warranty",34.4 / 34.4,"Product Highlight 3 : Perfect tool for digging and landscaping,Product Highlight 2 : Manufactured strong and durable,Product Highlight 1 : Handle designed to increase leverage and reduce fatigue",4.8947,"https://images.homedepot-static.com/productImages/65a88269-7a33-4840-ba91-bdaaabfe1d81/svn/bully-tools-shovels-82500-64_1000.jpg,https://images.homedepot-static.com/productImages/c6186172-915f-4843-8221-4b6d460149ab/svn/bully-tools-shovels-82500-c3_1000.jpg,https://images.homedepot-static.com/productImages/e54cd0d0-3596-44a0-b93a-bf49581402cb/svn/bully-tools-shovels-82500-4f_1000.jpg,https://images.homedepot-static.com/productImages/ff65c991-fe18-4da6-a3f7-468ee3baf23d/svn/bully-tools-shovels-82500-1f_1000.jpg,https://images.homedepot-static.com/productImages/b60614e8-d04f-4ffe-a32f-d51ed3e942e0/svn/bully-tools-shovels-82500-44_1000.jpg,https://images.homedepot-static.com/productImages/89813f10-23bd-4d74-bcd3-14cfd88232b6/svn/bully-tools-shovels-82500-fa_1000.jpg","Product Weight (lb.) : 4.85,Handle Material : Fiberglass,Garden Center Tool Type : Shovel,Returnable : 90-Day,Coated Blades : No,D-Grip Handle : Yes,Blade Material : Steel,Product Height (in.) : 40,Blade Width (in.) : 13,Product Depth (in.) : 7.5,Handle Length (in.) : 27,Blade Length (in.) : 7.5,Product Width (in.) : 2.875,Manufacturer Warranty : Limited Lifetime Warranty","Product Brochure : https://images.homedepot-static.com/catalog/pdfImages/4a/4a924890-43c5-4d6e-bee3-245ce9850bf7.pdf,Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/11/1135e9c1-2010-4aa3-b54e-3b70124b3b92.pdf"
303208428,46201,28 in. Wood D-Handle Border Spade,The Razor-Back border spade specializes in digging and removing earth. It is suited for garden trench work and transplanting shrubs. The 28 in. hardwood handle with steel D-grip and open-back blade allows the user to dig effectively.,"MFG Brand Name : Razor-Back,Bullet01 : Open-back blade,Bullet04 : Steel D-grip encases the wood and prevents twisting,Bullet03 : 28 in. North American hardwood handle for strength and durability,Bullet02 : Forward turned step for secure foot placement",26.46 / 26.46,,4.9231,"https://images.homedepot-static.com/productImages/5a1c0c35-1639-4e2a-b8a2-034018483236/svn/razor-back-shovels-46201-64_1000.jpg,https://images.homedepot-static.com/productImages/e188f9ce-74a3-49ab-aae9-a9f7631a7a91/svn/razor-back-shovels-46201-c3_1000.jpg,https://images.homedepot-static.com/productImages/c18be02d-aeb5-44b9-8ce9-c52ccae79c00/svn/razor-back-shovels-46201-4f_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,Handle Material : Wood,Coated Blades : No,Product Weight (lb.) : 4.19 lb,D-Grip Handle : Yes,Blade Material : Steel,Product Depth (in.) : 2.56 in,Blade Length (in.) : 10.5 in,Product Height (in.) : 40.42 in,Product Width (in.) : 7.06 in,Blade Width (in.) : 7,Handle Length (in.) : 28,Manufacturer Warranty : Lifetime",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/47/4740c369-4236-4419-8677-d3fd4bbaf847.pdf
202681775,96696925J,47 in. D-Handle Digging Shovel,"This all-steel shovel features a D-handle design for comfortable, two-handed control on all of your heavy-duty digging tasks. A sharpened blade cuts into hard ground with ease, and an oversized step provides a comfortable platform for your foot to provide even more power. The welded steel construction makes this shovel virtually unbreakable, and a powder coat prevents rust and makes it easy to keep your shovel clean. Lifetime warranty.","Bullet06 : Ideal for a variety of digging tasks,MFG Brand Name : Fiskars,Bullet05 : Powder-coated steel design prevents rust and makes it easy to wipe down after use,Bullet02 : D-handle design offers two-handed control and more comfortable use,Bullet03 : Sharpened blade and large foot platform make it easy to dig into the toughest soil,Bullet04 : Welded, all-steel construction provides lasting durability,Bullet07 : Length: 46 in.,Bullet01 : Assembled dimension: 9 in. W x 5 in. D x 47 in. H",24.61 / 24.61,"Product Highlight 3 : Powder-coated steel resists rust and offers easy cleaning,Product Highlight 1 : Ideal for digging in tough soi,Product Highlight 2 : Large D-handle design offers secure two-handed control",4.9091,"https://images.homedepot-static.com/productImages/07e593b9-ca55-405e-bf0e-253d9412bdb5/svn/fiskars-shovels-96696925j-64_1000.jpg,https://images.homedepot-static.com/productImages/a0016f88-6264-4971-9a9f-9580e9d0224f/svn/fiskars-shovels-96696925j-c3_1000.jpg,https://images.homedepot-static.com/productImages/6f27e427-6769-4a89-b1ac-31564645c8e9/svn/fiskars-shovels-96696925j-4f_1000.jpg","Product Weight (lb.) : 4.85,Garden Center Tool Type : Shovel,Returnable : 90-Day,Handle Material : Steel,D-Grip Handle : Yes,Blade Material : Steel,Coated Blades : Yes,Product Width (in.) : 9,Product Height (in.) : 47,Blade Width (in.) : 8.63,Product Depth (in.) : 5,Handle Length (in.) : 35.5,Blade Length (in.) : 11.5 in,Manufacturer Warranty : Lifetime Warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/30/303508bf-ad99-47bb-890a-72e011da54e3.pdf,Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/1d/1dd3d833-6120-4b1c-b36c-d15799533e40.pdf"
301984019,62515,49.25 in. Fiberglass Long Handle 14-Gauge Steel Round Point Shovel,"The 14-Gauge Round Point Open Back Shovel with Fiberglass Long Handle is the ideal shovel built to endure your home and work projects. With its specially reworked fiberglass handle and strong design, this shovel provides the durability you need for whatever project comes your way. The tool comes with a limited lifetime warranty. Founded in 1994, Bully Tools manufactures gardening and farm tools, shingle removers, floor scrapers, forestry and other specialty tools. With an unprecedented history of quality, Bully Tools is committed to applying the same reliability to our business practices. Bully Tools continues to grow and adapt to meet the ever changing needs of the economy and their consumers.","Bullet02 : Manufactured strong and durable,Bullet05 : High strength fiberglass handle,Bullet04 : Wide forward step provides greater control,Bullet01 : Handle designed to increase leverage and reduce fatigue,MFG Brand Name : Bully Tools,Bullet03 : Perfect tool for digging and landscaping",31.19 / 31.19,,4.9,"https://images.homedepot-static.com/productImages/6ac00c33-2151-4cec-b73d-1eae2e7cb23e/svn/bully-tools-shovels-62515-64_1000.jpg,https://images.homedepot-static.com/productImages/55f04841-2d3a-4408-8194-92141ceabc81/svn/bully-tools-shovels-62515-c3_1000.jpg,https://images.homedepot-static.com/productImages/05dcb159-17bb-46f0-9476-2a256c14b3ec/svn/bully-tools-shovels-62515-4f_1000.jpg,https://images.homedepot-static.com/productImages/f3477570-4610-428d-bbc1-c29292633ec7/svn/bully-tools-shovels-62515-1f_1000.jpg,https://images.homedepot-static.com/productImages/75b0895a-a1af-4db8-bf08-5ec9202bd5d8/svn/bully-tools-shovels-62515-44_1000.jpg","Product Weight (lb.) : 4.85,Handle Material : Fiberglass,Garden Center Tool Type : Shovel,Returnable : 90-Day,D-Grip Handle : No,Coated Blades : No,Blade Material : Steel,Blade Length (in.) : 12,Product Width (in.) : 9,Product Depth (in.) : 61,Product Height (in.) : 4.5,Handle Length (in.) : 49.25,Blade Width (in.) : 9,Manufacturer Warranty : Limited Lifetime",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/11/1135e9c1-2010-4aa3-b54e-3b70124b3b92.pdf
